x,y,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
353.000,342.000,-0.469,-0.220,-0.667,-0.586,-0.710,0.397,-0.066,-0.631,0.471,-0.922
160.000,33.000,-0.410,0.826,-0.032,-0.382,0.202,0.216,-0.230,-0.420,-0.073,-0.681
87.000,336.000,-0.409,0.086,-0.893,-0.452,-0.534,0.115,0.289,-0.315,0.831,-0.371
218.000,122.000,0.079,0.941,0.126,-0.738,0.391,0.657,-0.679,-0.182,0.441,0.527
268.000,508.000,-0.112,0.050,-0.547,0.202,0.590,0.589,-0.971,0.117,0.335,0.524
34.000,252.000,-0.304,0.793,-0.402,-0.431,0.869,-0.449,-0.497,0.412,0.087,0.638
420.000,81.000,0.892,-0.783,-0.182,0.447,-0.377,-0.008,-0.103,0.138,-0.145,0.939
337.000,388.000,0.186,-0.256,-0.772,-0.366,-0.592,-0.249,-0.641,0.089,0.398,0.329
410.000,264.000,0.646,0.451,-0.915,1.011,-1.084,-0.756,0.689,-0.279,-0.093,-0.339
468.000,271.000,0.082,-0.790,0.995,-0.727,0.055,0.456,0.079,-0.102,-0.285,0.114
357.000,390.000,-0.331,0.074,-0.273,0.638,0.124,0.731,-0.059,0.502,0.536,0.449
61.000,317.000,-0.742,-0.296,-0.607,-0.383,1.019,-0.564,0.065,0.362,-0.267,0.261
309.000,349.000,-0.449,-0.556,-0.728,0.424,-0.105,-0.163,0.166,0.415,-0.273,0.021
147.000,293.000,0.250,0.509,-0.675,-0.639,0.127,0.228,0.007,-0.619,-0.127,0.372
194.000,335.000,0.177,0.247,0.447,-0.198,0.215,-0.656,0.711,0.205,-1.415,0.310
178.000,374.000,0.020,-0.226,-0.700,0.839,0.109,-0.144,0.165,-0.245,-0.556,-0.330
437.000,249.000,0.727,1.016,-0.831,-1.052,-1.034,-0.471,0.727,-0.412,0.779,0.768
27.000,192.000,-0.323,-0.294,0.161,-0.288,0.008,-0.315,0.646,0.414,0.487,0.187
411.000,377.000,0.461,0.424,0.690,-0.635,-0.722,0.399,0.555,-0.163,0.785,0.323
416.000,203.000,0.131,0.562,0.484,-0.142,-0.227,0.261,-0.631,-0.436,-0.456,-0.691
62.000,396.000,0.364,-0.361,1.004,-0.516,-0.766,0.234,0.416,-0.631,-0.622,-0.740
466.000,367.000,0.229,0.776,0.531,-0.384,0.081,0.077,0.360,0.090,0.393,0.490
202.000,240.000,0.487,-0.750,-1.072,-0.926,-0.761,-0.438,0.707,-0.425,0.032,0.654
480.000,334.000,0.306,0.974,-0.204,0.187,0.045,-0.392,-0.640,-0.194,-0.626,-0.181
465.000,178.000,0.361,0.734,-0.708,0.250,-0.701,0.028,-0.850,-0.438,0.028,-0.416
255.000,276.000,-0.484,0.657,0.986,0.248,0.377,0.288,-0.138,0.471,-0.450,-0.336
189.000,464.000,0.230,0.618,-0.146,0.091,0.364,0.063,-0.049,0.226,0.387,0.804
246.000,412.000,-0.059,-0.792,-0.611,0.956,0.319,-0.876,0.257,0.561,-0.511,0.240
394.000,395.000,-0.511,-0.525,0.782,-1.010,0.404,-0.349,-0.717,0.975,0.426,0.545
288.000,244.000,-0.090,-0.609,-0.736,0.481,-0.206,0.124,0.139,0.229,0.683,0.291
356.000,176.000,-0.189,0.107,-0.227,-0.262,0.262,0.105,0.521,-0.447,-0.297,-0.238
420.000,101.000,-0.354,-1.114,1.016,0.016,0.294,0.351,0.773,0.305,0.053,-0.062
138.000,475.000,-0.310,-0.106,-0.023,0.645,0.604,0.751,-0.578,-0.134,-0.149,-0.328
328.000,181.000,-0.627,0.837,-0.300,0.555,0.212,-0.188,0.892,-0.435,0.506,0.029
150.000,281.000,-0.121,0.156,-0.020,0.546,-0.036,-1.072,-0.926,0.582,-0.636,-0.471
180.000,199.000,-0.248,-0.448,0.837,-0.055,0.329,-0.637,0.681,0.585,-0.306,0.045
329.000,62.000,0.915,0.175,-0.668,0.870,-0.758,-0.116,0.790,-0.366,0.027,0.345
65.000,387.000,-0.058,-0.281,-0.163,0.757,0.398,0.338,-0.126,0.243,0.184,0.273
357.000,27.000,-0.542,0.868,-0.794,0.309,0.592,0.512,0.909,-0.531,0.431,-0.320
137.000,164.000,0.143,0.589,0.838,-0.202,0.428,-0.913,0.518,0.066,-1.181,-0.171
191.000,122.000,0.426,-1.033,0.830,-0.299,-0.036,0.505,0.560,-0.115,-0.247,0.497
469.000,125.000,0.835,0.809,-0.102,0.667,-0.036,-0.384,-0.803,-0.110,-0.881,0.215
330.000,295.000,0.124,0.276,-0.333,0.687,-0.407,-0.515,-0.273,0.567,0.543,0.159
292.000,388.000,0.994,-0.501,0.375,0.072,-0.735,0.728,-0.340,-0.704,-0.554,0.049
223.000,70.000,-0.161,-0.632,0.419,-1.013,-0.849,0.228,0.438,-0.342,0.353,-0.531
333.000,320.000,-0.430,-0.203,1.181,-0.207,0.385,0.495,-0.732,0.234,-0.124,-0.480
265.000,438.000,0.389,0.174,0.602,0.186,-0.183,0.895,0.624,-0.726,-0.179,-0.302
221.000,128.000,-0.416,0.105,0.423,-0.612,-0.064,0.575,0.244,-0.094,-0.260,-0.222
325.000,45.000,-0.206,0.323,-1.199,0.032,-0.107,-0.093,0.828,-0.242,0.662,0.135
95.000,232.000,0.038,0.457,-0.216,-0.292,0.275,-0.361,0.565,-0.001,-0.023,0.399
111.000,208.000,-0.109,-0.023,-0.962,0.410,-0.350,0.099,0.827,-0.101,0.864,0.096
298.000,426.000,0.378,0.008,0.807,-0.925,0.396,-0.184,0.408,0.358,-0.998,1.188
253.000,272.000,-0.048,0.104,-0.850,0.347,-0.827,-0.149,-0.069,-0.783,0.302,-0.043
463.000,142.000,-0.231,0.088,-0.558,0.178,-0.537,-0.291,-0.300,-0.089,0.126,-0.704
123.000,315.000,-0.184,0.212,0.156,0.129,0.740,-0.557,-0.315,0.957,0.259,0.839
418.000,341.000,-0.811,0.033,-0.384,0.862,0.508,0.654,-0.619,0.119,0.483,-0.675
123.000,48.000,-0.697,-0.356,0.198,0.589,0.108,0.373,0.514,0.413,0.910,-0.380
304.000,172.000,-0.383,-0.799,0.718,-0.089,0.717,-0.718,0.705,0.606,-0.663,0.140
269.000,305.000,0.370,0.213,0.389,0.933,-1.026,-0.056,0.373,-0.014,-0.719,-0.666
477.000,218.000,0.065,-0.769,-0.834,0.696,0.578,-0.399,-0.459,0.702,-0.032,1.001
361.000,157.000,0.820,-0.137,0.318,0.281,-0.038,-0.040,-0.714,0.038,-0.710,0.558
155.000,330.000,0.141,0.607,-0.632,-0.187,-0.327,-0.558,0.395,-0.543,-0.509,-0.437
510.000,254.000,0.503,-0.779,0.908,-0.802,0.157,0.711,-0.774,-0.471,-0.979,0.227
395.000,362.000,-0.418,-0.760,-0.473,-0.079,-0.192,0.183,-0.442,-0.171,-0.026,-0.578
434.000,355.000,-0.168,0.714,0.254,0.297,-0.428,0.390,0.635,-0.121,0.874,-0.497
437.000,99.000,-0.460,0.356,-0.508,-0.229,0.477,-0.517,0.757,-0.395,-0.675,-0.537
275.000,161.000,-0.332,0.051,-0.652,0.554,0.256,-0.183,-0.615,0.195,-0.033,-0.243
237.000,398.000,0.379,0.294,0.753,-0.134,-0.322,-0.330,-0.031,-0.205,-0.781,-0.428
375.000,478.000,-0.275,0.219,0.182,-0.046,0.282,0.289,0.012,0.025,0.239,-0.097
368.000,391.000,-0.174,0.821,0.105,-0.711,0.520,0.278,-0.270,-0.373,-0.197,-0.048
483.000,154.000,-0.092,0.159,-0.174,0.167,0.199,-0.166,-0.194,-0.464,-0.983,-0.721
245.000,390.000,0.997,-0.592,0.434,0.595,-0.330,0.114,0.035,-0.120,-0.697,0.486
470.000,137.000,0.541,0.697,0.628,0.759,-0.205,0.844,-0.086,-0.206,0.325,0.024
76.000,155.000,0.049,-0.402,0.736,-0.049,-0.273,0.548,0.286,-0.142,0.151,-0.246
197.000,361.000,0.743,1.161,-0.810,0.641,-0.369,-0.207,-0.581,0.056,0.409,0.654
393.000,378.000,0.527,-0.379,0.957,0.463,-0.384,0.393,0.709,-0.201,-0.267,-0.124
217.000,252.000,-0.383,-0.556,-0.758,0.679,-0.790,-0.042,-0.766,0.386,0.887,-0.563
3.000,224.000,0.292,-0.094,-0.592,0.098,-0.554,-1.115,0.712,0.043,-0.371,0.004
467.000,315.000,-0.250,0.830,-0.515,-1.132,0.285,0.166,-0.499,-0.539,-0.033,-0.060
177.000,95.000,-0.876,-0.709,-0.509,0.184,-0.490,0.041,-0.598,-0.577,0.170,-0.776
254.000,138.000,-1.164,-0.618,-0.820,0.755,0.097,0.392,-0.431,0.653,0.454,-0.467
271.000,377.000,-0.051,-0.223,-0.338,0.567,0.191,-0.182,-0.676,0.173,-0.380,-0.126
464.000,120.000,-0.151,0.764,-0.274,0.427,-0.707,-0.210,0.748,0.134,0.084,-0.371
228.000,300.000,0.613,-0.845,0.021,-0.350,-0.327,-1.249,0.664,0.424,-0.654,0.836
431.000,251.000,0.482,0.421,-0.288,0.928,-0.963,-0.357,-0.117,-0.281,-0.280,-0.757
476.000,374.000,-0.231,0.899,-0.243,-0.237,-0.297,0.287,-0.502,-0.312,0.474,-0.571
304.000,303.000,1.194,0.966,0.627,0.862,-0.805,-0.560,0.614,-0.289,-0.768,-0.141
8.000,307.000,-0.572,-0.395,-0.807,0.242,-0.114,-0.373,0.475,0.034,0.208,-0.511
52.000,254.000,-0.040,0.059,-0.423,0.253,0.050,0.133,0.412,-0.206,0.107,-0.026
416.000,63.000,-0.315,0.510,0.317,0.208,0.275,-0.477,-0.028,0.329,-0.154,-0.352
75.000,166.000,-1.041,0.753,-0.493,0.228,0.940,0.071,0.509,-0.106,0.170,-0.673
37.000,369.000,-0.414,-0.851,0.798,-0.681,-0.232,0.864,0.248,-0.489,0.012,-0.807
94.000,290.000,-0.205,-0.232,0.871,0.643,-0.151,0.790,0.341,-0.086,0.292,-0.715
79.000,344.000,-0.218,-0.348,-0.638,0.208,-0.284,0.161,-0.322,0.377,1.020,0.272
323.000,187.000,0.443,0.073,0.709,0.576,0.496,0.568,-0.293,-0.186,-0.722,0.137
116.000,304.000,-0.383,0.907,0.215,-0.854,0.659,-0.154,-0.793,0.075,-0.186,-0.013
251.000,368.000,0.006,0.746,-0.913,-0.891,-0.668,-0.586,-0.666,-0.024,0.576,0.089
382.000,391.000,0.081,-0.230,0.632,0.821,-0.529,-0.392,-0.890,0.605,-0.107,-0.550
410.000,203.000,-0.125,0.339,-0.299,0.697,1.010,-0.683,0.938,0.476,-0.283,0.640
452.000,279.000,0.179,-0.253,-0.381,-0.290,0.447,0.801,-0.224,-0.705,-0.471,0.247
163.000,216.000,-0.371,-0.719,-0.683,0.789,-0.187,-0.088,-0.981,0.246,-0.021,-0.595
233.000,432.000,-0.027,-0.686,0.653,0.682,-0.104,0.402,0.632,-0.288,-0.510,-0.756
237.000,140.000,0.223,0.858,-0.556,-0.611,-0.471,0.872,0.554,-0.851,0.914,0.138
255.000,249.000,0.433,0.549,-0.834,0.351,-0.481,-0.487,-0.745,-0.317,-0.526,-0.282
504.000,249.000,0.052,-0.886,0.583,-0.576,0.088,0.376,0.800,-0.283,-0.298,0.135
353.000,109.000,-0.154,-0.862,1.090,0.336,-0.695,0.362,-0.168,0.569,0.755,-0.403
336.000,58.000,0.169,0.663,0.586,0.481,-0.222,-0.204,0.646,-0.184,-0.341,-0.602
171.000,108.000,0.391,0.748,-0.483,-1.059,-0.569,-0.529,-0.215,-0.088,0.369,0.552
57.000,191.000,-0.226,-0.859,-0.220,0.742,-0.830,-0.495,-0.230,0.239,-0.070,-0.961
229.000,510.000,0.763,0.075,-0.250,0.385,-0.445,-0.476,0.935,-0.129,-0.236,0.498
303.000,298.000,0.466,-0.308,0.380,-0.234,-0.334,0.367,1.007,-0.175,0.361,0.561
354.000,181.000,0.265,-0.653,-0.025,-0.758,-1.028,-0.168,0.068,0.412,0.108,0.654
113.000,352.000,0.927,0.265,0.143,-0.253,0.149,0.388,0.717,-0.674,-0.593,0.819
278.000,319.000,0.267,-0.498,-0.598,0.260,-0.379,0.272,-0.469,-0.022,0.323,0.306
381.000,241.000,-0.718,-0.321,0.730,-0.309,0.594,0.401,0.334,-0.275,-0.502,-0.869
124.000,370.000,-0.029,0.668,-0.333,0.806,-0.055,-0.360,0.126,0.165,0.143,-0.242
193.000,207.000,-0.376,0.075,0.481,0.108,0.403,-0.450,-0.654,0.416,-0.507,-0.427
458.000,144.000,0.440,0.856,0.593,0.507,-0.261,-0.293,-0.598,0.532,0.260,0.239
327.000,248.000,-0.264,0.048,-0.621,0.660,0.347,-0.609,0.691,-0.870,-1.076,-0.151
177.000,116.000,0.545,0.666,-0.199,-0.333,-0.079,0.501,-0.280,-1.475,-0.702,0.491
108.000,133.000,0.138,-0.230,0.982,-0.557,0.293,-0.151,-0.337,-0.233,-0.551,0.904
508.000,238.000,0.091,-0.514,0.529,0.412,0.511,0.594,0.882,-0.296,-0.471,0.047
209.000,273.000,-0.001,0.681,0.050,0.321,-0.047,-0.727,0.064,0.466,0.129,0.024
138.000,73.000,-0.027,-0.839,-0.406,-0.144,0.285,-0.280,0.919,-0.086,-0.403,0.365
474.000,312.000,0.756,0.052,0.997,-0.210,-0.529,0.470,-0.512,0.024,0.142,0.425
183.000,454.000,-0.416,-0.725,-0.426,0.163,0.348,0.134,-0.515,0.497,0.475,0.347
258.000,6.000,0.290,-0.819,0.323,0.589,-0.654,0.321,0.730,-0.494,-0.437,-0.696
289.000,335.000,-0.025,0.101,0.484,0.323,-0.818,0.039,-0.309,0.165,-0.528,-0.695
444.000,140.000,-0.441,0.701,-0.121,-1.000,0.989,0.043,0.594,-0.443,-0.370,0.122
511.000,271.000,0.210,0.898,0.500,-0.218,0.402,0.518,-0.800,0.424,0.787,0.911
256.000,331.000,-0.286,0.303,0.060,0.771,0.210,0.003,0.096,0.368,0.393,-0.181
337.000,468.000,0.305,-0.050,0.826,-0.693,-0.437,0.630,0.925,-0.006,1.009,0.633
127.000,89.000,-0.025,0.986,0.417,-0.942,1.013,-0.443,0.685,-0.334,-0.996,0.274
412.000,172.000,0.350,-0.807,-0.460,-0.122,-0.828,0.307,-0.719,-0.402,-0.100,-0.214
172.000,399.000,-0.642,0.832,0.174,-0.461,0.018,0.120,0.147,0.053,0.797,-0.488
163.000,489.000,0.629,0.001,0.075,0.729,-0.216,0.847,0.654,-0.546,0.056,0.185
224.000,198.000,0.031,0.371,0.320,0.036,-0.937,-0.488,0.999,0.243,0.816,-0.298
384.000,68.000,0.038,0.545,0.590,-0.206,-0.515,-0.509,0.590,0.485,0.737,0.101
46.000,159.000,-0.463,0.584,0.425,0.129,0.857,1.127,-0.533,-0.436,-0.122,-0.539
308.000,9.000,0.502,0.331,-0.238,0.317,0.291,-0.950,0.329,0.198,-0.796,0.587
230.000,371.000,0.165,-0.786,0.003,-0.801,-0.398,0.293,-0.363,-0.368,-0.215,0.000
407.000,446.000,-0.290,-0.615,-0.449,0.713,-0.100,0.744,0.777,-0.690,-0.072,-0.840
107.000,459.000,0.214,-0.260,0.788,0.814,-0.571,-0.579,-0.835,1.138,0.441,0.107
258.000,223.000,-0.031,-0.034,-0.861,-0.257,-0.299,-0.270,-0.783,-0.238,-0.230,-0.257
294.000,445.000,-0.508,-0.621,0.947,-0.724,0.196,0.398,-0.299,0.004,-0.179,-0.523
354.000,336.000,0.345,-0.779,0.555,-0.184,0.000,-0.073,-0.090,0.266,-0.317,0.523
266.000,163.000,-0.370,0.487,0.943,0.342,-0.663,0.817,-0.605,0.170,1.126,-0.968
172.000,100.000,-0.542,-0.372,0.577,-0.439,-0.477,-0.757,-0.519,0.758,0.322,-0.548
332.000,479.000,0.844,0.586,0.182,-0.124,-0.077,-0.798,-0.198,0.236,-0.561,0.831
95.000,401.000,-0.439,-0.774,0.719,-0.967,-0.066,0.243,-0.102,0.036,0.067,-0.314
132.000,34.000,0.455,0.126,0.990,0.015,0.211,0.617,-0.960,0.414,0.270,0.754
150.000,116.000,-0.329,-0.787,-0.798,0.785,0.259,0.570,0.894,-0.073,0.575,0.141
160.000,406.000,0.275,-0.192,-0.341,-0.117,-0.482,0.617,0.570,-0.655,0.261,-0.036
412.000,433.000,0.067,-0.782,-0.397,-0.032,-0.100,0.335,-0.340,-0.139,-0.021,0.154
360.000,259.000,-0.183,-0.433,-0.602,0.265,-0.030,-0.296,0.585,-0.022,-0.041,-0.105
250.000,272.000,0.147,-0.360,-0.596,-0.638,-0.105,-0.095,-0.054,-0.956,-0.476,0.738
132.000,85.000,-0.719,-0.159,-0.797,-0.627,0.636,0.060,-1.049,-0.193,-0.343,-0.343
217.000,98.000,-0.214,-0.540,0.396,0.900,-0.201,-0.370,-0.002,0.922,0.531,-0.050
334.000,492.000,-0.601,-0.581,-0.528,-0.174,0.808,0.043,0.241,-0.051,-0.275,0.026
158.000,255.000,-0.108,0.616,0.150,-0.919,-0.626,-0.249,1.114,-0.141,0.813,-0.082
141.000,307.000,0.564,0.497,0.368,-0.020,-0.325,0.279,-0.456,-0.427,-0.404,-0.135
180.000,211.000,-0.259,-0.459,0.864,0.840,-0.082,0.163,-0.044,0.674,0.464,-0.303
80.000,178.000,0.700,-0.120,0.260,0.632,0.619,-0.545,0.884,0.230,-0.910,0.973
57.000,126.000,-0.168,-0.153,-0.461,-0.157,0.107,-0.149,0.773,-0.324,-0.216,-0.137
37.000,232.000,0.630,0.542,0.510,-0.073,-0.615,-0.991,0.227,0.393,-0.147,0.312
124.000,274.000,-0.501,0.596,-0.083,0.128,0.263,0.172,-0.722,0.145,0.340,-0.434
371.000,226.000,0.044,-0.241,0.772,0.477,-0.411,-0.642,-0.614,0.349,-0.726,-0.812
73.000,237.000,0.689,0.530,-0.646,-0.493,-0.369,-0.108,0.367,-0.604,-0.160,0.526
14.000,262.000,0.061,-0.865,-0.766,-0.468,0.302,0.142,-0.027,-0.037,0.043,0.866
102.000,139.000,0.067,0.643,0.356,-1.028,-0.041,-0.298,0.503,-0.408,-0.383,-0.133
298.000,177.000,0.098,-0.803,0.221,0.547,-0.173,0.228,1.062,0.274,0.552,0.378
162.000,222.000,-0.436,-0.359,0.613,0.344,-0.197,-0.076,-0.802,0.212,-0.337,-1.092
349.000,456.000,0.336,-0.290,0.417,-0.956,0.145,0.035,0.050,0.204,0.151,1.049
104.000,206.000,0.096,0.605,0.451,-0.967,0.125,-0.066,-0.022,-0.163,-0.136,0.201
304.000,443.000,-0.233,0.189,0.553,-0.523,0.752,0.150,-0.898,0.223,-0.318,0.197
423.000,263.000,0.130,-0.784,-0.535,0.280,0.091,0.456,0.359,-0.362,-0.158,0.202
252.000,375.000,0.009,-0.400,-0.333,0.566,-0.224,0.312,0.190,-0.308,-0.072,-0.395
166.000,399.000,-0.254,-0.404,-0.647,0.334,-0.119,0.389,-0.450,0.116,0.660,0.006
318.000,408.000,0.983,-0.352,0.953,0.887,-0.300,0.566,-0.102,-0.778,-0.788,0.694
174.000,169.000,0.025,-0.637,0.312,-0.493,0.317,-0.271,0.456,0.437,0.048,0.803
257.000,365.000,0.115,0.815,0.035,-0.086,0.516,0.238,-0.660,0.038,0.038,0.435
283.000,410.000,-0.736,-0.676,0.440,-0.573,0.802,-0.054,-0.932,0.083,-0.953,-0.609
163.000,168.000,-0.177,-0.457,0.274,-1.012,0.754,-0.305,0.410,-0.143,-0.913,0.297
394.000,108.000,0.520,0.970,-0.585,-0.489,-0.030,-1.120,-0.045,0.518,0.271,1.246
173.000,137.000,-0.036,0.377,-0.328,0.246,-0.318,0.139,0.891,0.042,1.001,0.180
341.000,151.000,-0.109,-0.848,-0.967,0.757,0.811,0.058,-0.826,0.133,-0.642,0.365
223.000,448.000,0.183,-0.512,0.724,1.192,0.362,0.435,-0.405,0.303,-0.422,-0.058
270.000,350.000,0.343,0.882,0.768,0.773,0.731,-0.392,-0.937,0.785,-0.403,0.575
317.000,424.000,0.663,0.471,0.804,0.398,0.902,0.149,-0.894,0.405,-0.652,1.036
434.000,111.000,0.002,0.162,0.052,-0.280,0.170,0.060,-0.176,-0.100,-0.150,0.059
131.000,212.000,0.832,0.408,0.823,0.495,-0.315,-0.201,-0.906,0.250,-0.534,0.210
464.000,131.000,-0.675,-0.410,-0.603,0.278,0.865,-0.983,-0.850,0.757,-0.589,-0.007
294.000,485.000,-0.053,0.437,-0.491,-0.086,0.827,0.234,0.983,-0.625,-0.485,0.219
419.000,328.000,0.356,0.302,-0.861,0.554,-0.090,-0.538,-0.352,-0.394,-0.965,-0.295
390.000,314.000,0.254,-0.189,0.816,0.051,0.277,0.236,0.111,0.593,0.462,0.911
279.000,47.000,-0.479,-0.768,0.320,-0.367,0.432,0.366,0.723,-0.145,-0.108,-0.176
460.000,377.000,0.310,-0.768,-1.199,0.339,-0.428,-0.690,-0.771,0.092,-0.469,0.187
98.000,94.000,-0.377,-0.663,0.073,0.828,0.520,0.268,-0.129,-0.163,-0.822,-0.762
378.000,399.000,0.520,0.090,-0.670,-0.408,-0.352,-0.498,0.832,-0.646,-0.646,0.166
64.000,361.000,-0.347,-0.331,0.442,-0.504,-0.018,-0.716,-0.663,0.253,-0.727,-0.616
370.000,315.000,0.243,0.025,-0.050,-0.300,0.252,0.616,0.334,-0.616,-0.271,0.228
302.000,106.000,0.528,0.473,0.077,0.347,-0.642,0.268,-0.310,-0.491,-0.215,-0.436
6.000,235.000,0.214,0.138,0.681,0.206,0.469,0.071,0.874,0.250,0.047,0.629
406.000,102.000,-0.579,0.952,0.525,0.397,0.175,-0.328,-0.076,0.291,0.088,-0.914
315.000,110.000,0.359,-0.110,0.506,-0.904,-0.336,0.716,0.101,-0.258,0.545,0.543
414.000,348.000,-0.488,0.171,0.478,0.006,0.267,0.029,0.198,0.281,0.305,-0.297
314.000,478.000,-0.125,-0.087,-0.769,-0.886,-0.120,-0.525,-0.381,-0.052,-0.056,0.193
20.000,159.000,0.096,0.387,-0.302,-0.451,-0.596,-0.847,0.840,-0.270,-0.218,-0.350
327.000,121.000,-0.550,0.810,1.184,-0.318,-0.090,-0.628,-0.139,0.281,0.472,0.085
175.000,131.000,0.196,0.025,-0.819,0.190,-0.316,-1.008,0.048,0.428,0.108,0.446
490.000,320.000,-0.027,0.607,-0.062,-0.703,-0.267,-0.555,-0.640,0.154,0.085,-0.027
67.000,425.000,-0.283,0.363,0.228,-0.669,-0.193,0.094,-0.114,0.190,0.792,0.022
427.000,163.000,0.643,0.340,0.933,-0.234,0.087,-0.820,-0.551,0.814,-0.316,0.968
350.000,483.000,-0.978,-0.572,0.853,-0.332,0.644,0.107,-0.684,0.785,0.332,-0.300
330.000,285.000,-0.183,0.676,0.200,0.088,0.658,0.099,-0.346,-0.308,-0.763,-0.467
176.000,357.000,-0.027,0.782,0.479,-0.046,0.840,-1.090,0.839,0.571,-0.514,0.550
221.000,14.000,-0.135,-0.308,-1.189,-0.178,0.236,-0.654,-0.716,0.166,-0.315,0.339
173.000,55.000,-0.004,0.281,-0.851,-0.730,0.556,-0.247,-0.431,-0.299,-0.514,0.463
447.000,267.000,-0.935,-0.101,-0.140,-0.123,0.376,-0.096,-0.849,0.167,-0.106,-0.900
79.000,209.000,0.267,0.643,0.520,-0.804,-0.276,0.007,0.765,-0.339,0.115,0.108
384.000,233.000,0.459,0.704,-1.051,0.377,0.258,-0.621,-0.640,-0.099,-0.659,0.449
400.000,176.000,-0.746,-0.927,0.070,0.971,0.405,-0.173,0.821,0.926,0.737,0.024
194.000,377.000,-0.195,0.150,-0.848,-0.757,0.473,0.288,0.165,-0.529,-1.016,0.319
162.000,292.000,-0.027,-0.536,-0.529,0.497,-0.506,-0.219,-0.646,-0.253,-0.595,-0.854
396.000,72.000,-0.456,-0.999,0.090,0.088,-0.192,0.408,0.169,0.358,0.838,-0.064
190.000,440.000,0.760,-0.451,0.211,0.030,-0.877,0.614,0.820,-0.548,0.242,0.218
204.000,493.000,0.610,-0.227,-0.531,-0.216,-0.637,0.322,-0.072,-0.736,-0.279,0.039
121.000,125.000,-0.778,0.579,0.939,-0.455,0.545,0.227,0.330,-0.702,-0.263,-0.376
295.000,136.000,0.588,-0.103,0.064,0.357,-0.061,-0.070,0.228,0.247,0.102,0.826
122.000,333.000,0.345,-0.055,0.061,0.578,0.216,0.081,-0.750,0.358,-0.084,0.518
109.000,139.000,-0.074,0.752,-0.137,0.749,0.338,0.675,-0.565,-0.012,0.456,-0.045
205.000,377.000,0.205,0.413,-0.343,0.775,-0.535,0.350,0.536,-0.563,0.873,0.623
16.000,339.000,0.867,0.300,-0.351,-0.037,-0.882,-0.164,-0.517,-0.228,-0.008,0.339
104.000,330.000,-0.041,0.269,-0.632,-0.717,-0.135,0.381,0.457,-0.250,0.933,0.546
366.000,454.000,-0.325,0.662,0.373,-0.964,0.908,0.938,0.521,-0.317,0.537,0.547
176.000,103.000,-0.263,-0.577,0.265,-0.513,0.479,0.282,-0.450,0.522,0.483,0.715
436.000,128.000,-0.241,-0.585,-0.129,0.620,-0.279,0.184,-0.634,-0.069,-0.220,-0.832
205.000,276.000,0.292,0.967,0.886,0.746,0.162,0.619,-0.888,-0.290,-0.545,-0.644
389.000,247.000,0.711,-0.156,0.517,0.744,-0.203,-0.174,-0.496,0.614,0.007,0.713
389.000,359.000,-0.786,0.591,-0.721,0.451,0.604,-0.230,0.746,0.133,0.447,-0.310
253.000,109.000,0.062,0.216,0.336,0.604,-0.917,0.919,1.007,-0.536,0.897,-0.809
281.000,41.000,-0.076,0.729,0.128,-0.041,-0.393,-0.699,-0.741,0.298,-0.033,-0.499
141.000,39.000,0.135,0.687,0.632,0.379,-0.114,-0.215,0.331,0.485,0.521,0.186
108.000,165.000,-0.113,-0.992,-0.480,-0.605,-0.056,0.354,0.837,-0.886,-0.600,-0.348
117.000,466.000,-0.070,-0.295,-0.601,0.163,-0.261,-0.311,0.201,0.149,0.293,0.083
273.000,293.000,-0.952,-0.833,-0.375,-0.586,0.142,0.260,-0.226,0.195,-0.324,-0.323
92.000,275.000,-0.171,-0.380,-0.016,-0.999,0.708,0.527,-0.736,0.305,0.499,1.109
231.000,95.000,-0.924,-0.824,-0.125,-0.822,0.654,-0.564,0.180,0.081,-0.677,-0.488
218.000,280.000,0.268,0.894,0.605,0.221,-0.065,0.169,-0.366,-0.814,-0.489,0.113
245.000,331.000,-0.427,-0.630,0.425,0.328,-0.442,-0.099,0.084,0.880,0.136,-0.061
251.000,96.000,-0.132,-0.137,-0.635,0.194,0.788,-0.121,-0.581,0.380,-0.058,0.723
275.000,433.000,-0.226,0.141,0.051,0.575,0.059,0.565,0.364,-0.517,-0.179,-0.840
135.000,40.000,-0.103,-0.725,0.779,0.565,-0.673,0.543,-0.995,0.491,0.657,-0.502
489.000,208.000,-0.169,-0.046,0.571,-1.148,0.343,-0.100,-0.353,0.282,0.051,0.468
265.000,122.000,-0.453,0.613,0.527,0.163,0.069,0.656,-0.291,-0.116,0.437,-0.766
160.000,235.000,0.591,0.183,0.096,0.703,0.116,0.313,0.553,-0.359,-0.437,0.240
91.000,303.000,-0.073,0.359,-0.404,0.628,-0.522,0.761,0.894,-0.484,0.945,-0.461
412.000,413.000,-0.321,-0.412,-0.383,0.082,0.090,-0.292,-0.663,0.323,-0.029,-0.109
393.000,461.000,-0.168,-0.628,-0.340,-0.136,0.012,0.692,-0.336,-0.672,-0.403,-0.542
295.000,329.000,-0.363,-0.550,0.276,-1.059,0.120,-0.057,-0.100,0.889,0.250,1.058
57.000,260.000,0.417,0.191,-0.227,0.731,0.510,1.136,-0.520,-0.121,0.389,0.811
401.000,88.000,0.895,0.636,0.142,-0.714,-0.542,-0.555,0.779,-0.590,-0.697,0.315
97.000,305.000,-0.136,-0.354,0.780,0.236,0.048,-0.345,0.890,0.549,0.181,0.082
